Coin,Date,Open,High,Low,Close,Volume,Market Cap
eth,1/17/2021,1233.45,1265.64,1174.39,1230.17,29258032819,1.40601E+11
doge,1/17/2021,0.01,0.01,0.01,0.01,254487989,1160366066
btc,1/18/2021,35792.24,37299.29,34883.84,36630.08,49511702429,6.8147E+11
eth,1/18/2021,1230.31,1259.45,1187.31,1257.28,25817455560,1.43717E+11
doge,1/18/2021,0.01,0.01,0.01,0.01,205025648,1173880970
btc,1/19/2021,36642.23,37755.89,36069.81,36069.81,57244195486,6.71081E+11
eth,1/19/2021,1257.43,1432.3,1254.52,1377.3,47195935190,1.57454E+11
doge,1/19/2021,0.01,0.01,0.01,0.01,249242632,1164676216
btc,1/20/2021,36050.11,36378.33,33570.48,35547.75,66834573161,6.614E+11
eth,1/20/2021,1375.25,1405.74,1243.3,1382.27,46784030909,1.58042E+11
doge,1/20/2021,0.01,0.01,0.01,0.01,220205442,1159923229
btc,1/21/2021,35549.4,35552.68,30250.75,30825.7,75643067688,5.73566E+11
eth,1/21/2021,1382.68,1382.68,1098.48,1121.57,45932464754,1.2825E+11
doge,1/21/2021,0.01,0.01,0.01,0.01,215419839,1045611058
btc,1/22/2021,30817.63,33811.85,28953.37,33005.76,77207272511,6.14161E+11
eth,1/22/2021,1118.89,1271.69,1046.6,1236.51,43918338506,1.4141E+11
doge,1/22/2021,0.01,0.01,0.01,0.01,185490003,1091461748
btc,1/23/2021,32985.76,33360.98,31493.16,32067.64,48354737975,5.96733E+11
eth,1/23/2021,1235.27,1272.15,1200.89,1230.99,27253895441,1.40795E+11
doge,1/23/2021,0.01,0.01,0.01,0.01,154393737,1098702727
btc,1/24/2021,32064.38,32944.01,31106.69,32289.38,48643830599,6.00889E+11
eth,1/24/2021,1231.21,1395.11,1225.27,1391.61,36418163554,1.59185E+11
doge,1/24/2021,0.01,0.01,0.01,0.01,162191977,1117773115
btc,1/25/2021,32285.8,34802.74,32087.79,32366.39,59897054838,6.0235E+11
eth,1/25/2021,1390.64,1467.78,1304.97,1324.41,43565777745,1.51516E+11
doge,1/25/2021,0.01,0.01,0.01,0.01,180820875,1073809066
btc,1/26/2021,32358.61,32794.55,31030.27,32569.85,60255421470,6.06169E+11
eth,1/26/2021,1323.74,1376.09,1253.34,1357.06,41572917750,1.55269E+11
doge,1/26/2021,0.01,0.01,0.01,0.01,161173749,1057483330
btc,1/27/2021,32564.03,32564.03,29367.14,30432.55,62576762015,5.66417E+11
eth,1/27/2021,1358.33,1368.07,1215.31,1253.19,39394416990,1.43401E+11
doge,1/27/2021,0.01,0.01,0.01,0.01,204797186,958548726
btc,1/28/2021,30441.04,33858.31,30023.21,33466.1,76517157706,6.2291E+11
eth,1/28/2021,1251.28,1356.29,1226.17,1332.49,34637234789,1.52494E+11
doge,1/28/2021,0.01,0.03,0.01,0.03,10971544561,4367344237
btc,1/29/2021,34318.67,38406.26,32064.81,34316.39,1.17895E+11,6.38769E+11
eth,1/29/2021,1369.09,1428.98,1292.24,1382.52,53611955259,1.58238E+11
doge,1/29/2021,0.04,0.08,0.03,0.05,25403310432,6043762706
btc,1/30/2021,34295.94,34834.71,32940.19,34269.52,65141828798,6.37925E+11
eth,1/30/2021,1382.23,1402.4,1328.53,1376.12,30616574234,1.57523E+11
doge,1/30/2021,0.05,0.05,0.02,0.03,8735576553,3611147492
btc,1/31/2021,34270.88,34288.33,32270.18,33114.36,52754542671,6.16453E+11
eth,1/31/2021,1376.82,1378.92,1288.5,1314.99,25198853581,1.50544E+11
doge,1/31/2021,0.03,0.05,0.03,0.04,8548997882,4767745805
btc,2/1/2021,33114.58,34638.21,32384.23,33537.18,61400400660,6.24349E+11
eth,2/1/2021,1314.86,1373.85,1274.36,1369.04,29210670920,1.56751E+11
doge,2/1/2021,0.04,0.04,0.03,0.03,6319224026,4470660189
btc,2/2/2021,33533.2,35896.88,33489.22,35510.29,63088585433,6.61115E+11
eth,2/2/2021,1369.51,1542.99,1362.77,1515.19,45437142801,1.73505E+11
doge,2/2/2021,0.03,0.03,0.03,0.03,3090896595,4041088459
btc,2/3/2021,35510.82,37480.19,35443.98,37472.09,61166818159,6.97673E+11
eth,2/3/2021,1514.77,1660.91,1510.01,1660.91,41874566399,1.90214E+11
doge,2/3/2021,0.03,0.04,0.03,0.04,3146856788,4759532731
btc,2/4/2021,37475.1,38592.18,36317.5,36926.06,68838074392,6.87543E+11
eth,2/4/2021,1661.17,1689.19,1561.85,1594.76,44396871836,1.8266E+11
doge,2/4/2021,0.04,0.06,0.04,0.05,13040837601,6833498776
btc,2/5/2021,36931.55,38225.91,36658.76,38144.31,58598066402,7.10267E+11
eth,2/5/2021,1594.79,1756.51,1594.79,1718.65,40108628454,1.96873E+11
doge,2/5/2021,0.05,0.05,0.04,0.05,6136160058,6019284098
btc,2/6/2021,38138.39,40846.55,38138.39,39266.01,71326033653,7.31192E+11
eth,2/6/2021,1717.8,1738.31,1649.07,1677.85,39873420648,1.92222E+11
doge,2/6/2021,0.05,0.06,0.04,0.06,5946101275,7387203762
btc,2/7/2021,39250.19,39621.84,37446.15,38903.44,65500641143,7.24479E+11
eth,2/7/2021,1677.61,1690.04,1501.75,1614.23,39889440151,1.84955E+11
doge,2/7/2021,0.06,0.08,0.05,0.08,14261024073,10105792829
btc,2/8/2021,38886.83,46203.93,38076.32,46196.46,1.01467E+11,8.60343E+11
eth,2/8/2021,1613.64,1770.59,1571.58,1746.62,48012285956,2.00148E+11
doge,2/8/2021,0.08,0.08,0.06,0.08,12844375210,10112456103
btc,2/9/2021,46184.99,48003.72,45166.96,46481.1,91809846886,8.65683E+11
eth,2/9/2021,1746.93,1815.96,1711.62,1768.04,44180727529,2.02626E+11
doge,2/9/2021,0.08,0.08,0.07,0.07,7348840814,8990202084
btc,2/10/2021,46469.76,47145.57,43881.15,44918.18,87301089896,8.36617E+11
eth,2/10/2021,1768.04,1826.7,1686.54,1744.24,41916084617,1.99923E+11
doge,2/10/2021,0.07,0.08,0.07,0.07,6785088422,9353895799
btc,2/11/2021,44898.71,48463.47,44187.76,47909.33,81388911810,8.92365E+11
eth,2/11/2021,1743.71,1806.54,1708.68,1783.8,36021495262,2.04481E+11
doge,2/11/2021,0.07,0.07,0.07,0.07,3818556739,8941609529
btc,2/12/2021,47877.03,48745.73,46424.98,47504.85,76555041196,8.84874E+11
eth,2/12/2021,1783.49,1861.36,1744.17,1843.53,37905036865,2.11353E+11
doge,2/12/2021,0.07,0.07,0.06,0.07,4190843784,8992978136
btc,2/13/2021,47491.2,48047.74,46392.28,47105.52,70250456155,8.77479E+11
eth,2/13/2021,1843.99,1871.6,1770.61,1814.11,35359490535,2.08004E+11
doge,2/13/2021,0.07,0.07,0.07,0.07,2618049766,8529400211
btc,2/14/2021,47114.51,49487.64,47114.51,48717.29,71248675228,9.07551E+11
eth,2/14/2021,1814.37,1848.15,1789.91,1805.08,31439114900,2.06994E+11
doge,2/14/2021,0.07,0.07,0.06,0.06,3984667628,8028048754
btc,2/15/2021,48696.54,48875.57,46347.48,47945.06,77069903166,8.9321E+11
eth,2/15/2021,1804.68,1833.83,1683.91,1779.79,38955610883,2.04118E+11
doge,2/15/2021,0.06,0.06,0.05,0.06,4944804938,7265519863
btc,2/16/2021,47944.46,50341.1,47201.3,49199.87,77049582886,9.16623E+11
eth,2/16/2021,1778.95,1824.52,1729.64,1781.07,34269369268,2.04288E+11
doge,2/16/2021,0.06,0.06,0.05,0.05,3409478696,6872026263
btc,2/17/2021,49207.28,52533.91,49072.38,52149.01,80820545404,9.71612E+11
eth,2/17/2021,1781.35,1853.67,1736.71,1848.46,35955412703,2.12043E+11
doge,2/17/2021,0.05,0.05,0.05,0.05,2976148723,6340534302
btc,2/18/2021,52140.97,52474.11,51015.76,51679.8,52054723579,9.62915E+11
eth,2/18/2021,1848.21,1949.9,1848.21,1937.45,28255902969,2.22277E+11
doge,2/18/2021,0.05,0.06,0.05,0.06,4551943638,7646763727
btc,2/19/2021,51675.98,56113.65,50937.28,55888.13,63495496918,1.04138E+12
eth,2/19/2021,1938.86,1969.55,1896.68,1960.16,26268814253,2.2491E+11
doge,2/19/2021,0.06,0.06,0.05,0.06,2949251418,7082160843
btc,2/20/2021,55887.34,57505.23,54626.56,56099.52,68145460026,1.04537E+12
eth,2/20/2021,1959.9,2036.29,1830.53,1919.53,34696091102,2.20274E+11
doge,2/20/2021,0.06,0.06,0.05,0.05,3175468554,6985943091
btc,2/21/2021,56068.57,58330.57,55672.61,57539.94,51897585191,1.07226E+12
eth,2/21/2021,1918.67,1974.26,1890.37,1935.6,23626547717,2.22144E+11
doge,2/21/2021,0.05,0.06,0.05,0.06,2450293068,7191635972
btc,2/22/2021,57532.74,57533.39,48967.57,54207.32,92052420332,1.01021E+12
eth,2/22/2021,1935.56,1936.45,1580.63,1781.99,42409646036,2.04539E+11
doge,2/22/2021,0.06,0.06,0.05,0.05,3366757324,6902725620
btc,2/23/2021,54204.93,54204.93,45290.59,48824.43,1.06102E+11,9.09926E+11
eth,2/23/2021,1781.41,1781.41,1378.84,1570.2,52029864713,1.80251E+11
doge,2/23/2021,0.05,0.05,0.04,0.05,2394345361,6089686351
btc,2/24/2021,48835.09,51290.14,47213.5,49705.33,63695521388,9.26393E+11
eth,2/24/2021,1571.48,1710.98,1511.02,1626.58,31329000537,1.86744E+11
doge,2/24/2021,0.05,0.06,0.05,0.06,4148511571,7267918251
btc,2/25/2021,49709.08,51948.97,47093.85,47093.85,54506565949,8.77766E+11
eth,2/25/2021,1625.39,1670.22,1465.06,1475.7,24481681873,1.69443E+11
doge,2/25/2021,0.06,0.06,0.05,0.05,2356982022,6447664671
btc,2/26/2021,47180.46,48370.79,44454.84,46339.76,3.50968E+11,8.63752E+11
eth,2/26/2021,1478.65,1559.03,1407.98,1446.03,31435997881,1.66055E+11
doge,2/26/2021,0.05,0.05,0.05,0.05,1694323466,6488523369
btc,2/27/2021,46344.77,48253.27,45269.03,46188.45,45910946382,8.60978E+11
eth,2/27/2021,1446.93,1524.93,1433.79,1459.97,20742103233,1.67676E+11
doge,2/27/2021,0.05,0.05,0.05,0.05,1286229526,6438192652
btc,2/28/2021,46194.02,46716.43,43241.62,45137.77,53443887451,8.41429E+11
eth,2/28/2021,1459.86,1468.39,1300.47,1416.05,27637026080,1.6265E+11
doge,2/28/2021,0.05,0.05,0.05,0.05,1408101260,6177710994
btc,3/1/2021,45159.5,49784.02,45115.09,49631.24,53891300112,9.25236E+11
eth,3/1/2021,1417.15,1567.69,1416.42,1564.71,24032838645,1.79747E+11
doge,3/1/2021,0.05,0.05,0.05,0.05,1494427207,6505875328
btc,3/2/2021,49612.11,50127.51,47228.85,48378.99,47530897720,9.01934E+11
eth,3/2/2021,1564.06,1597.61,1461.33,1492.61,22523669722,1.71485E+11
doge,3/2/2021,0.05,0.05,0.05,0.05,1346282318,6463312203
btc,3/3/2021,48415.81,52535.14,48274.32,50538.24,53220811975,9.42237E+11
eth,3/3/2021,1491.45,1650.36,1481.91,1575.85,22674780680,1.8107E+11
doge,3/3/2021,0.05,0.05,0.05,0.05,1093877445,6506425615
btc,3/4/2021,50522.31,51735.09,47656.93,48561.17,52343816680,9.05414E+11
eth,3/4/2021,1574.62,1622.95,1511.1,1541.91,22906118718,1.77191E+11
doge,3/4/2021,0.05,0.05,0.05,0.05,1170617084,6437196942
btc,3/5/2021,48527.03,49396.43,46542.51,48927.3,48625928883,9.12285E+11
eth,3/5/2021,1541.54,1547.88,1450.89,1533.27,21067146937,1.76219E+11
doge,3/5/2021,0.05,0.05,0.05,0.05,1173113591,6381297708
btc,3/6/2021,48899.23,49147.22,47257.53,48912.38,34363564661,9.12054E+11
eth,3/6/2021,1532.37,1669.11,1519.14,1654.74,22746262366,1.90202E+11
doge,3/6/2021,0.05,0.05,0.05,0.05,1480482384,6558965902
btc,3/7/2021,48918.68,51384.37,48918.68,51206.69,43137459378,9.54881E+11
eth,3/7/2021,1655.39,1730.92,1636.56,1723.15,23809935410,1.98089E+11
doge,3/7/2021,0.05,0.05,0.05,0.05,945455832,6706005852
btc,3/8/2021,51174.12,52314.07,49506.05,52246.52,48597428048,9.74322E+11
eth,3/8/2021,1724.23,1835.19,1670.94,1834.73,27630991158,2.1094E+11
doge,3/8/2021,0.05,0.06,0.05,0.06,3554150800,7971280044
btc,3/9/2021,52272.97,54824.12,51981.83,54824.12,50912227385,1.02244E+12
eth,3/9/2021,1835.15,1868.05,1804.27,1868.05,23461244507,2.14796E+11
doge,3/9/2021,0.06,0.06,0.06,0.06,2466159943,7463686738
btc,3/10/2021,54824.01,57258.25,53290.89,56008.55,57295577614,1.04458E+12
eth,3/10/2021,1868.49,1873.8,1766.49,1799.17,25154173185,2.069E+11
doge,3/10/2021,0.06,0.06,0.05,0.06,1534489620,7207816086
btc,3/11/2021,55963.18,58091.06,54484.59,57805.12,56772343595,1.07814E+12
eth,3/11/2021,1798.03,1843.82,1734.62,1826.19,24013132909,2.10032E+11
doge,3/11/2021,0.06,0.06,0.05,0.06,1233383425,7197497882
btc,3/12/2021,57821.22,57996.62,55376.65,57332.09,55689944702,1.06937E+12
eth,3/12/2021,1826.55,1839.5,1728.98,1772.1,22435821312,2.03835E+11
doge,3/12/2021,0.06,0.06,0.05,0.06,1287767221,7125032152
btc,3/13/2021,57343.37,61683.86,56217.97,61243.08,60669829814,1.14237E+12
eth,3/13/2021,1772.17,1937.65,1733.64,1924.69,25014689475,2.21412E+11
doge,3/13/2021,0.06,0.06,0.05,0.06,1869833076,8037692870
btc,3/14/2021,61221.13,61597.92,59302.32,59302.32,43901225564,1.10623E+12
eth,3/14/2021,1923.86,1930.78,1845.12,1854.56,19344589211,2.13371E+11
doge,3/14/2021,0.06,0.06,0.06,0.06,2752132530,7544115603
btc,3/15/2021,59267.43,60540.99,55393.17,55907.2,66419369890,1.04295E+12
eth,3/15/2021,1854.09,1889.2,1749.61,1791.7,26244738810,2.06162E+11
doge,3/15/2021,0.06,0.06,0.06,0.06,1738710876,7351218571
btc,3/16/2021,55840.79,56833.18,53555.03,56804.9,59749798599,1.05975E+12
eth,3/16/2021,1792.41,1817.06,1720.05,1806.97,23828509590,2.07944E+11
doge,3/16/2021,0.06,0.06,0.06,0.06,1393771913,7547720122
btc,3/17/2021,56825.83,58969.82,54528.63,58870.89,60258313191,1.09834E+12
eth,3/17/2021,1807.06,1839.82,1749.18,1823.45,24512917348,2.09865E+11
doge,3/17/2021,0.06,0.06,0.06,0.06,861926643,7425583380
btc,3/18/2021,58893.08,60116.25,54253.58,57858.92,55746041000,1.07951E+12
eth,3/18/2021,1823.16,1848.65,1705.72,1782.86,23263845504,2.05217E+11
doge,3/18/2021,0.06,0.06,0.05,0.06,909777445,7391550949
btc,3/19/2021,57850.44,59498.38,56643.7,58346.65,49063873786,1.08867E+12
eth,3/19/2021,1782.57,1841.2,1746.47,1817.62,21249297710,2.09243E+11
doge,3/19/2021,0.06,0.06,0.06,0.06,964747809,7514154611
btc,3/20/2021,58332.26,60031.29,58213.3,58313.64,50361731222,1.08811E+12
eth,3/20/2021,1817.52,1874.71,1811.73,1812.63,22677674970,2.08694E+11
doge,3/20/2021,0.06,0.06,0.06,0.06,1012934488,7596414495
btc,3/21/2021,58309.91,58767.9,56005.62,57523.42,51943414539,1.07342E+12
eth,3/21/2021,1812.61,1823.35,1764.14,1788.22,22977404620,2.05907E+11
doge,3/21/2021,0.06,0.06,0.06,0.06,759592996,7374772308
btc,3/22/2021,57517.89,58471.48,54288.16,54529.15,56521454974,1.0176E+12
eth,3/22/2021,1788.36,1811.97,1674.3,1691.33,23599296129,1.94774E+11
doge,3/22/2021,0.06,0.06,0.05,0.05,696918565,7082689335
btc,3/23/2021,54511.66,55985.44,53470.69,54738.94,56435023914,1.02156E+12
eth,3/23/2021,1690.87,1725.11,1662.54,1678.65,21998237965,1.93336E+11
doge,3/23/2021,0.05,0.06,0.05,0.05,1040781777,6902245900
btc,3/24/2021,54710.49,57262.38,52514.33,52774.26,70567223787,9.84948E+11
eth,3/24/2021,1678,1740.43,1570.79,1593.41,31228051473,1.8354E+11
doge,3/24/2021,0.05,0.06,0.05,0.05,934537959,6664029763
btc,3/25/2021,52726.75,53392.39,50856.57,51704.16,67999812841,9.65029E+11
eth,3/25/2021,1593.12,1625.91,1560.37,1595.36,29650328701,1.83786E+11
doge,3/25/2021,0.05,0.05,0.05,0.05,1084214116,6632093766
btc,3/26/2021,51683.01,55137.31,51579.86,55137.31,56652197978,1.02915E+12
eth,3/26/2021,1595.21,1702.92,1594.74,1702.84,22548516548,1.96191E+11
doge,3/26/2021,0.05,0.05,0.05,0.05,776280028,6955497857
btc,3/27/2021,55137.57,56568.22,54242.91,55973.51,47266542233,1.04481E+12
eth,3/27/2021,1703.04,1732.82,1674.32,1716.49,18102277710,1.97787E+11
doge,3/27/2021,0.05,0.06,0.05,0.05,753844053,7011100665
btc,3/28/2021,55974.94,56610.31,55071.11,55950.75,47686580918,1.04445E+12
eth,3/28/2021,1716.41,1728.58,1672.66,1691.36,16599472938,1.94913E+11
doge,3/28/2021,0.05,0.05,0.05,0.05,460472975,6924335588
btc,3/29/2021,55947.9,58342.1,55139.34,57750.2,57625587027,1.07809E+12
eth,3/29/2021,1691.26,1837.19,1683.72,1819.68,22796570548,2.09727E+11
doge,3/29/2021,0.05,0.05,0.05,0.05,537919140,6970630600
btc,3/30/2021,57750.13,59447.22,57251.55,58917.69,54414116432,1.09994E+12
eth,3/30/2021,1819.47,1860.97,1793.92,1846.03,22512781703,2.12789E+11
doge,3/30/2021,0.05,0.06,0.05,0.05,728906171,6951867440
btc,3/31/2021,58930.28,59930.03,57726.42,58918.83,65520826225,1.10002E+12
eth,3/31/2021,1846.1,1947.84,1793,1918.36,30226902621,2.21152E+11
doge,3/31/2021,0.05,0.05,0.05,0.05,653389282,6921249082
btc,4/1/2021,58926.56,59586.07,58505.28,59095.81,61669163792,1.10338E+12
eth,4/1/2021,1919.16,1989.06,1912.18,1977.28,30914259795,2.2797E+11
doge,4/1/2021,0.05,0.07,0.05,0.06,5816046822,7996434168
btc,4/2/2021,59098.88,60267.19,58869.28,59384.31,58727860620,1.10881E+12
eth,4/2/2021,1976.93,2152.45,1960.68,2143.23,34862511022,2.47132E+11
doge,4/2/2021,0.06,0.06,0.06,0.06,2166925111,7439646120
btc,4/3/2021,59397.41,60110.27,57603.89,57603.89,59641344484,1.07562E+12
eth,4/3/2021,2142.9,2144.96,2028.42,2028.42,32011518871,2.33922E+11
doge,4/3/2021,0.06,0.06,0.06,0.06,1136931403,7200412904
btc,4/4/2021,57604.84,58913.75,57168.68,58758.56,50749662970,1.09723E+12
eth,4/4/2021,2027.67,2110.35,2007.11,2093.12,26006501902,2.41412E+11
doge,4/4/2021,0.06,0.06,0.06,0.06,938035097,7407664648
btc,4/5/2021,58760.87,59891.3,57694.83,59057.88,60706272115,1.10288E+12
eth,4/5/2021,2093.26,2140.99,2032.39,2107.89,28889391170,2.43143E+11
doge,4/5/2021,0.06,0.06,0.06,0.06,1513832721,7704287493
btc,4/6/2021,59171.93,59479.58,57646.81,58192.36,66058027988,1.08677E+12
eth,4/6/2021,2109.49,2151.22,2057.61,2118.38,29222865881,2.44382E+11
doge,4/6/2021,0.06,0.07,0.06,0.06,2608613912,8319797961
btc,4/7/2021,58186.51,58731.14,55604.02,56048.94,75645303584,1.04679E+12
eth,4/7/2021,2117.73,2133.19,1945.44,1971.08,36116271935,2.27415E+11
doge,4/7/2021,0.06,0.07,0.06,0.06,2857060849,7619768371
btc,4/8/2021,56099.91,58338.74,55879.08,58323.95,53053855641,1.08933E+12
eth,4/8/2021,1969.13,2091.52,1959.08,2088.57,25312956529,2.41E+11
doge,4/8/2021,0.06,0.06,0.06,0.06,1055257541,7934992305
btc,4/9/2021,58326.56,58937.05,57807.86,58245,46655208546,1.08791E+12
eth,4/9/2021,2088.77,2102.87,2055.16,2072.11,19812472092,2.39128E+11
doge,4/9/2021,0.06,0.06,0.06,0.06,1060465774,7964226155
btc,4/10/2021,58253.78,61276.67,58038.71,59793.24,58238470525,1.11689E+12
eth,4/10/2021,2071.11,2197,2062.79,2135.94,24986243611,2.46523E+11
doge,4/10/2021,0.06,0.07,0.06,0.06,1369793118,8244132101
btc,4/11/2021,59846.23,60790.56,59289.8,60204.96,46280252580,1.12464E+12
eth,4/11/2021,2136.16,2165.19,2119.87,2157.66,19692836132,2.49059E+11
doge,4/11/2021,0.06,0.08,0.06,0.07,6646627317,9640258366
btc,4/12/2021,60175.94,61253.04,59589.87,59893.45,51828688519,1.11887E+12
eth,4/12/2021,2157.36,2199.72,2110.37,2139.35,21727936609,2.46975E+11
doge,4/12/2021,0.07,0.07,0.07,0.07,2687720380,9139899746
btc,4/13/2021,59890.02,63742.28,59869.96,63503.46,69983454362,1.18636E+12
eth,4/13/2021,2139.36,2318.42,2138.56,2299.19,29456642939,2.65458E+11
doge,4/13/2021,0.07,0.1,0.07,0.09,7176815090,12070137895
btc,4/14/2021,63523.75,64863.1,61554.8,63109.7,77451779687,1.17906E+12
eth,4/14/2021,2299.35,2449.69,2284.56,2435.11,35592822986,2.81184E+11
doge,4/14/2021,0.09,0.14,0.09,0.12,20977679327,15697925271
btc,4/15/2021,63075.2,63821.67,62208.96,63314.01,60954381579,1.18295E+12
eth,4/15/2021,2436.03,2544.27,2409.92,2519.12,32325606817,2.90918E+11
doge,4/15/2021,0.12,0.19,0.12,0.18,17916620386,23540494382
btc,4/16/2021,63258.51,63594.72,60222.53,61572.79,84293007468,1.15046E+12
eth,4/16/2021,2516.6,2547.56,2318.68,2431.95,36196928256,2.80884E+11
doge,4/16/2021,0.18,0.44,0.18,0.37,69410680685,47274068218
btc,4/17/2021,61529.92,62572.18,60361.35,60683.82,66138759198,1.13388E+12
eth,4/17/2021,2429.98,2497.39,2333.68,2344.89,32349808978,2.70861E+11
doge,4/17/2021,0.37,0.37,0.24,0.28,31413404067,36722073277
btc,4/18/2021,60701.89,61057.46,52829.54,56216.19,97468872758,1.05045E+12
eth,4/18/2021,2346.45,2365.46,2011.77,2237.14,50696368718,2.58445E+11
doge,4/18/2021,0.29,0.35,0.25,0.32,23464350388,41417581076
btc,4/19/2021,56191.58,57520.05,54368.59,55724.27,65344865159,1.04129E+12
eth,4/19/2021,2238.03,2276.78,2086.69,2166.19,34060654971,2.50277E+11
doge,4/19/2021,0.32,0.43,0.31,0.41,30641432779,52646623418
btc,4/20/2021,55681.79,57062.15,53448.05,56473.03,67849323955,1.05532E+12
eth,4/20/2021,2161.94,2345.84,2060.14,2330.21,39433483315,2.6926E+11
doge,4/20/2021,0.41,0.42,0.27,0.32,28130646191,41300434109
btc,4/21/2021,56471.13,56757.97,53695.47,53906.09,54926612466,1.00739E+12
eth,4/21/2021,2331.16,2467.2,2238.37,2364.75,38899067643,2.73283E+11
doge,4/21/2021,0.32,0.35,0.3,0.31,12723463706,39679105903
btc,4/22/2021,53857.11,55410.23,50583.81,51762.27,74798630778,9.67372E+11
eth,4/22/2021,2357.87,2641.09,2315.96,2403.54,53575904724,2.77797E+11
doge,4/22/2021,0.31,0.31,0.26,0.26,11879823706,33741377335
btc,4/23/2021,51739.81,52120.79,47714.66,51093.65,86668667320,9.54919E+11
eth,4/23/2021,2401.26,2439.54,2117.04,2363.59,55413933925,2.73212E+11
doge,4/23/2021,0.26,0.27,0.16,0.25,16165566164,32134070797
btc,4/24/2021,51143.23,51167.56,48805.28,50050.87,49014494781,9.35472E+11
eth,4/24/2021,2367.2,2367.74,2163.69,2211.63,31854226936,2.55676E+11
doge,4/24/2021,0.25,0.29,0.23,0.27,11057578568,34944176235
btc,4/25/2021,50052.83,50506.02,47159.49,49004.25,46117114240,9.15956E+11
eth,4/25/2021,2214.41,2354.09,2172.52,2316.06,31814355546,2.67781E+11
doge,4/25/2021,0.27,0.29,0.23,0.25,6849914675,32477418138
btc,4/26/2021,49077.79,54288,48852.8,54021.75,58284039825,1.00978E+12
eth,4/26/2021,2319.48,2536.34,2308.32,2534.48,35208325408,2.93069E+11
doge,4/26/2021,0.25,0.28,0.25,0.27,5118886527,35011409694
btc,4/27/2021,54030.3,55416.96,53319.19,55033.12,49448222757,1.02873E+12
eth,4/27/2021,2534.03,2676.39,2485.38,2662.87,32275969215,3.0795E+11
doge,4/27/2021,0.27,0.28,0.26,0.27,3590611310,35210893019
btc,4/28/2021,55036.64,56227.21,53887.92,54824.7,48000572955,1.02489E+12
eth,4/28/2021,2664.69,2757.48,2564.08,2746.38,34269031076,3.17646E+11
doge,4/28/2021,0.27,0.34,0.26,0.32,14464343767,41876610359
btc,4/29/2021,54858.09,55115.84,52418.03,53555.11,46088929780,1.00119E+12
eth,4/29/2021,2748.65,2797.97,2672.11,2756.88,32578127990,3.18897E+11
doge,4/29/2021,0.32,0.32,0.3,0.31,5027354503,39485786704
btc,4/30/2021,53568.66,57900.72,53129.6,57750.18,52395931985,1.07967E+12
eth,4/30/2021,2757.73,2796.05,2728.17,2773.21,29777179889,3.20823E+11
doge,4/30/2021,0.3,0.34,0.3,0.34,5290390982,43681559535
btc,5/1/2021,57714.66,58448.34,57052.27,57828.05,42836427360,1.08117E+12
eth,5/1/2021,2772.84,2951.44,2755.91,2945.89,28726205272,3.4084E+11
doge,5/1/2021,0.34,0.4,0.33,0.39,10123343703,50860335491
btc,5/2/2021,57825.86,57902.59,56141.91,56631.08,38177405335,1.05886E+12
eth,5/2/2021,2945.56,2984.89,2860.53,2952.06,28032013047,3.41593E+11
doge,5/2/2021,0.39,0.4,0.36,0.38,8040406918,48672985630
btc,5/3/2021,56620.27,58973.31,56590.87,57200.29,51713139031,1.06956E+12
eth,5/3/2021,2951.18,3450.04,2951.18,3431.09,49174290212,3.9707E+11
doge,5/3/2021,0.37,0.45,0.37,0.44,10526649978,57177802914
btc,5/4/2021,57214.18,57214.18,53191.43,53333.54,68564706967,9.97324E+11
eth,5/4/2021,3431.13,3523.59,3180.74,3253.63,62402045158,3.76577E+11
doge,5/4/2021,0.44,0.61,0.4,0.54,38238126181,70081925802
btc,5/5/2021,53252.16,57911.36,52969.06,57424.01,69241316747,1.07387E+12
eth,5/5/2021,3240.55,3541.46,3213.1,3522.78,48334198383,4.07777E+11
doge,5/5/2021,0.54,0.7,0.52,0.66,42525098292,85147176077
btc,5/6/2021,57441.31,58363.31,55382.51,56396.51,69523285106,1.05471E+12
eth,5/6/2021,3524.93,3598.9,3386.24,3490.88,44300394788,4.04131E+11
doge,5/6/2021,0.65,0.66,0.55,0.58,18989900291,75207782074
btc,5/7/2021,56413.95,58606.63,55321.85,57356.4,68434023376,1.07273E+12
eth,5/7/2021,3490.11,3573.29,3370.26,3484.73,39607240515,4.03466E+11
doge,5/7/2021,0.58,0.73,0.52,0.68,28615083657,88680824303
btc,5/8/2021,57352.77,59464.61,56975.21,58803.78,65382980634,1.09986E+12
eth,5/8/2021,3481.99,3950.16,3453.77,3902.65,50208491286,4.51906E+11
doge,5/8/2021,0.69,0.74,0.61,0.64,25555125135,82429781487
btc,5/9/2021,58877.39,59210.88,56482,58232.32,65906690347,1.08924E+12
eth,5/9/2021,3911.46,3981.26,3743.99,3928.84,50568290278,4.54992E+11
doge,5/9/2021,0.64,0.7,0.43,0.57,46138063928,73841942943
btc,5/10/2021,58250.87,59519.35,54071.46,55859.8,71776546298,1.04493E+12
eth,5/10/2021,3924.41,4197.47,3684.45,3952.29,62691789007,4.57761E+11
doge,5/10/2021,0.57,0.57,0.42,0.45,16514521828,58290605343
btc,5/11/2021,55847.24,56872.54,54608.65,56704.57,61308396325,1.06079E+12
eth,5/11/2021,3948.27,4178.21,3783.89,4168.7,52679737865,4.82882E+11
doge,5/11/2021,0.45,0.55,0.45,0.5,14566975476,64161634641
