Coin,Date,Open,High,Low,Close,Volume,Market Cap
eth,6/13/2020,237.54,239.19,235.89,238.91,7141624980,26599679550
doge,6/13/2020,0,0,0,0,188981850,316564552
btc,6/14/2020,9477.55,9482.27,9347.59,9386.79,18991732746,1.72763E+11
eth,6/14/2020,238.97,239.1,232.96,234.11,7439385176,26069111857
doge,6/14/2020,0,0,0,0,173334481,313784645
btc,6/15/2020,9386.04,9504.86,8990.18,9450.7,26699704768,1.73948E+11
eth,6/15/2020,234.06,234.24,221.24,229.93,10536099884,25606145743
doge,6/15/2020,0,0,0,0,198803041,309919898
btc,6/16/2020,9454.27,9579.43,9400.45,9538.02,21565537209,1.75564E+11
eth,6/16/2020,229.76,236.39,228.43,234.42,7965648016,26109047392
doge,6/16/2020,0,0,0,0,196212619,310886939
btc,6/17/2020,9533.78,9540.42,9327.34,9480.26,20177709879,1.74509E+11
eth,6/17/2020,234.49,235.95,229.34,233.03,7701391592,25957610764
doge,6/17/2020,0,0,0,0,185083517,310685801
btc,6/18/2020,9481.57,9482.78,9328.4,9411.84,17770083003,1.73257E+11
eth,6/18/2020,232.9,234.57,228.95,232.1,6713800872,25857495155
doge,6/18/2020,0,0,0,0,171388606,309056651
btc,6/19/2020,9410.29,9440.88,9274.3,9288.02,19632223107,1.70986E+11
eth,6/19/2020,231.95,232.15,226.8,227.14,6946372590,25307718819
doge,6/19/2020,0,0,0,0,173280984,304484756
btc,6/20/2020,9290.96,9394.97,9247.38,9332.34,17130541557,1.71809E+11
eth,6/20/2020,226.98,231.45,226.64,229.27,6252830566,25548837121
doge,6/20/2020,0,0,0,0,158275082,306010372
btc,6/21/2020,9330.93,9401.11,9300.43,9303.63,15324301169,1.71289E+11
eth,6/21/2020,229.22,232.36,228.49,228.99,5600408178,25520273837
doge,6/21/2020,0,0,0,0,169917761,306030111
btc,6/22/2020,9300.92,9655.07,9296.87,9648.72,21104009514,1.77651E+11
eth,6/22/2020,229,243.78,228.93,242.53,9079586552,27032930743
doge,6/22/2020,0,0,0,0,173530825,309447065
btc,6/23/2020,9644.08,9670.54,9547.25,9629.66,17006433272,1.7731E+11
eth,6/23/2020,242.54,244.86,239.76,244.14,6624530348,27215606543
doge,6/23/2020,0,0,0,0,171604774,310804275
btc,6/24/2020,9632.15,9680.37,9278.23,9313.61,18961716076,1.71499E+11
eth,6/24/2020,244.19,248.51,232.81,235.77,8815030025,26285822239
doge,6/24/2020,0,0,0,0,178380748,304012446
btc,6/25/2020,9314.13,9340.16,9095.32,9264.81,18616048626,1.70608E+11
eth,6/25/2020,235.7,236.05,230.3,232.94,7010426123,25973707946
doge,6/25/2020,0,0,0,0,160003354,302499093
btc,6/26/2020,9260.99,9310.52,9101.74,9162.92,18341465837,1.68741E+11
eth,6/26/2020,232.88,233.9,229.26,229.67,7187490226,25611500297
doge,6/26/2020,0,0,0,0,151319087,295206725
btc,6/27/2020,9167.82,9207.81,8998.22,9045.39,17273093144,1.66585E+11
eth,6/27/2020,229.63,232.49,220.56,222.96,6918380955,24866429445
doge,6/27/2020,0,0,0,0,152534000,289498986
btc,6/28/2020,9048.46,9197.55,8975.53,9143.58,14560870760,1.68402E+11
eth,6/28/2020,222.91,228.6,219.47,225.35,6205925718,25135786986
doge,6/28/2020,0,0,0,0,172693834,291109078
btc,6/29/2020,9140.03,9237.57,9041.88,9190.85,16460547078,1.69281E+11
eth,6/29/2020,225.36,229.9,222.25,228.19,6726164653,25456513994
doge,6/29/2020,0,0,0,0,172655788,289555488
btc,6/30/2020,9185.58,9217.84,9084.84,9137.99,15735797744,1.68316E+11
eth,6/30/2020,227.97,229.48,224.82,226.31,6094093001,25249913730
doge,6/30/2020,0,0,0,0,165641131,290426014
btc,7/1/2020,9145.99,9309.75,9104.73,9228.33,15971550355,1.69989E+11
eth,7/1/2020,226.13,232.76,224.84,231.11,6463737443,25788404350
doge,7/1/2020,0,0,0,0,152549214,294727829
btc,7/2/2020,9231.14,9274.96,9036.62,9123.41,16338916796,1.68066E+11
eth,7/2/2020,231.29,232.4,225.46,229.39,6212210566,25599453477
doge,7/2/2020,0,0,0,0,110789127,295744265
btc,7/3/2020,9124.84,9202.34,9058.79,9087.3,13078970999,1.6741E+11
eth,7/3/2020,229.32,229.63,224.91,225.39,5109032700,25155571600
doge,7/3/2020,0,0,0,0,111575143,290044512
btc,7/4/2020,9084.23,9183.3,9053.63,9132.49,12290528515,1.68251E+11
eth,7/4/2020,225.29,230.05,225.13,229.07,5228310135,25570190315
doge,7/4/2020,0,0,0,0,109218071,289295827
btc,7/5/2020,9126.09,9162.18,8977.02,9073.94,12903406143,1.67182E+11
eth,7/5/2020,228.98,229.86,224.54,227.66,5292172429,25415950649
doge,7/5/2020,0,0,0,0,110140542,289277436
btc,7/6/2020,9072.85,9375.47,9058.66,9375.47,17889263252,1.72746E+11
eth,7/6/2020,227.69,242.13,227.03,241.51,8782917553,26964937043
doge,7/6/2020,0,0,0,0,132105140,327723523
btc,7/7/2020,9349.16,9360.62,9201.82,9252.28,13839652595,1.70485E+11
eth,7/7/2020,240.97,242.68,234.22,239.08,6441497597,26696376073
doge,7/7/2020,0,0,0,0,283970310,387151635
btc,7/8/2020,9253.02,9450.34,9249.5,9428.33,19702359883,1.73739E+11
eth,7/8/2020,239.16,248.31,238.4,246.67,9892586411,27547785703
doge,7/8/2020,0,0.01,0,0,1226813925,595274589
btc,7/9/2020,9427.99,9431.38,9235,9277.97,18000702524,1.70977E+11
eth,7/9/2020,246.75,247.29,239.9,243.02,8429099199,27143016879
doge,7/9/2020,0,0.01,0,0,511315527,551095461
btc,7/10/2020,9273.36,9287.47,9118,9278.81,16860035605,1.71002E+11
eth,7/10/2020,242.87,242.88,236.73,240.98,7281370522,26919422187
doge,7/10/2020,0,0,0,0,225424869,440600401
btc,7/11/2020,9277.51,9293.53,9199.49,9240.35,13249910444,1.70302E+11
eth,7/11/2020,241.04,241.53,238.33,239.46,5643067316,26752161985
doge,7/11/2020,0,0,0,0,155299369,477768832
btc,7/12/2020,9241.06,9319.42,9197.45,9276.5,14452361907,1.70977E+11
eth,7/12/2020,239.46,243.31,237.77,242.13,6596394718,27054158346
doge,7/12/2020,0,0,0,0,87562043,455084342
btc,7/13/2020,9277.2,9306.4,9224.29,9243.61,17519821266,1.7038E+11
eth,7/13/2020,242.18,244.31,238.23,239.6,7787751468,26775071858
doge,7/13/2020,0,0,0,0,143177055,398447402
btc,7/14/2020,9238.7,9283.84,9171.66,9243.21,18085038362,1.70381E+11
eth,7/14/2020,239.98,242,237.8,240.21,7357458555,26846147251
doge,7/14/2020,0,0,0,0,103213409,413143009
btc,7/15/2020,9241.9,9275.33,9171.93,9192.84,15844731575,1.6946E+11
eth,7/15/2020,240.14,241.4,237.1,238.42,6189328448,26649577378
doge,7/15/2020,0,0,0,0,69399827,386951871
btc,7/16/2020,9191.98,9214.31,9088.95,9132.23,15713967523,1.68351E+11
eth,7/16/2020,238.45,239.01,231.62,233.64,5832057567,26118155895
doge,7/16/2020,0,0,0,0,78457844,375666317
btc,7/17/2020,9131.81,9182.25,9089.2,9151.39,13944570750,1.6871E+11
eth,7/17/2020,233.69,234.42,232.11,232.77,5859850529,26024301468
doge,7/17/2020,0,0,0,0,74705371,383967367
btc,7/18/2020,9151.18,9230.98,9100.82,9159.04,12252601475,1.68859E+11
eth,7/18/2020,232.86,236.54,232.32,235.48,5397402117,26330601164
doge,7/18/2020,0,0,0,0,204080851,435685576
btc,7/19/2020,9158.01,9201.4,9097.63,9185.82,12939002784,1.6936E+11
eth,7/19/2020,235.46,239.16,233.28,238.49,6251377305,26669691075
doge,7/19/2020,0,0,0,0,116746163,424349867
btc,7/20/2020,9187.22,9214.27,9137.51,9164.23,13755604146,1.6897E+11
eth,7/20/2020,238.49,239.58,234.85,236.15,5600686192,26411853756
doge,7/20/2020,0,0,0,0,81038624,406505539
btc,7/21/2020,9162.51,9407.26,9149.39,9374.89,18069581956,1.72862E+11
eth,7/21/2020,236.3,246.19,235.68,245.02,6806696015,27406496758
doge,7/21/2020,0,0,0,0,77748189,414749066
btc,7/22/2020,9375.08,9530.52,9319.65,9525.36,16532254884,1.75645E+11
eth,7/22/2020,245.04,262.99,242.48,262.19,7702077383,29331058164
doge,7/22/2020,0,0,0,0,54443238,412342064
btc,7/23/2020,9527.14,9610.25,9483,9581.07,18146399002,1.7668E+11
eth,7/23/2020,262.39,277.58,261.05,274.69,10281309262,30733019165
doge,7/23/2020,0,0,0,0,58737115,413578575
btc,7/24/2020,9585.51,9623.34,9481.45,9536.89,16552768325,1.75875E+11
eth,7/24/2020,274.72,286.19,269.24,279.22,9466060358,31243266716
doge,7/24/2020,0,0,0,0,58910215,404193463
btc,7/25/2020,9539.49,9704.56,9530.21,9677.11,16610070933,1.7847E+11
eth,7/25/2020,279.03,306.74,279.03,304.06,10785021813,34027002730
doge,7/25/2020,0,0,0,0,63203396,406049052
btc,7/26/2020,9680.23,10023.81,9652.85,9905.17,20507998997,1.82685E+11
eth,7/26/2020,303.69,316.39,300.27,309.64,12003973026,34656472193
doge,7/26/2020,0,0,0,0,62592233,406166431
btc,7/27/2020,9905.22,11298.22,9903.97,10990.87,35359749590,2.0272E+11
eth,7/27/2020,309.66,330.7,309.66,321.51,15644257058,35989428749
doge,7/27/2020,0,0,0,0,83138808,396003960
btc,7/28/2020,11017.46,11204.33,10632.63,10912.82,28766551142,2.0129E+11
eth,7/28/2020,321.83,325.91,307.72,316.66,12357108065,35450097600
doge,7/28/2020,0,0,0,0,63084930,401583092
btc,7/29/2020,10912.95,11304.4,10856.14,11100.47,24617249715,2.04761E+11
eth,7/29/2020,316.56,324.38,313.11,318.19,10878845706,35626126751
doge,7/29/2020,0,0,0,0,55817191,400999634
btc,7/30/2020,11099.83,11169.36,10895.46,11111.21,22857247901,2.04969E+11
eth,7/30/2020,318.14,338.63,315.75,334.59,11827689045,37466380887
doge,7/30/2020,0,0,0,0,53506822,405907620
btc,7/31/2020,11110.21,11415.86,10987.05,11323.47,23160469766,2.08895E+11
eth,7/31/2020,334.63,348.61,329.34,345.55,12030600492,38699278449
doge,7/31/2020,0,0,0,0,54497306,405228598
btc,8/1/2020,11322.57,11794.78,11239.68,11759.59,26075670303,2.16951E+11
eth,8/1/2020,345.8,388.85,343.59,385.2,14045259477,43144477508
doge,8/1/2020,0,0,0,0,150687884,463485084
btc,8/2/2020,11758.76,12034.14,11018.13,11053.61,27410067336,2.03936E+11
eth,8/2/2020,385.55,411.23,357.14,370.67,18909744275,41522323563
doge,8/2/2020,0,0,0,0,101249531,419228839
btc,8/3/2020,11043.77,11453.08,11012.41,11246.35,20271713443,2.07503E+11
eth,8/3/2020,371.13,396.51,369.34,386.3,12834648062,43277729882
doge,8/3/2020,0,0,0,0,66931510,425910182
btc,8/4/2020,11246.2,11385.38,11094.15,11205.89,21250197042,2.06767E+11
eth,8/4/2020,386.16,400.7,382.99,389.88,14086704221,43684129572
doge,8/4/2020,0,0,0,0,74386428,444285519
btc,8/5/2020,11203.82,11786.62,11158.29,11747.02,24411254471,2.16761E+11
eth,8/5/2020,389.71,406.3,386.22,401.59,12875466638,45002213069
doge,8/5/2020,0,0,0,0,66465690,441575952
btc,8/6/2020,11749.87,11902.34,11598.71,11779.77,23400740340,2.17377E+11
eth,8/6/2020,401.58,403.49,392.6,394.96,11304626458,44264836294
doge,8/6/2020,0,0,0,0,62944678,447599583
btc,8/7/2020,11778.89,11898.04,11408.59,11601.47,23132312867,2.14098E+11
eth,8/7/2020,395.23,398.25,367.94,379.51,12751687084,42538578850
doge,8/7/2020,0,0,0,0,68990009,444227233
btc,8/8/2020,11604.55,11800.06,11558.43,11754.05,17572057837,2.16924E+11
eth,8/8/2020,379.55,393.99,377.35,393.99,9342060531,44166324646
doge,8/8/2020,0,0,0,0,62509900,441372650
btc,8/9/2020,11737.33,11806.06,11548.78,11675.74,17489608833,2.1549E+11
eth,8/9/2020,395.31,399.74,385.83,391.12,9451065592,43850292041
doge,8/9/2020,0,0,0,0,57020040,435562680
btc,8/10/2020,11662.26,12045.14,11662.26,11878.11,26114112569,2.19235E+11
eth,8/10/2020,391.04,399.38,391.04,395.89,11685827893,44390142137
doge,8/10/2020,0,0,0,0,68038181,440184390
btc,8/11/2020,11881.65,11932.71,11195.71,11410.53,27039782640,2.10616E+11
eth,8/11/2020,395.89,398.48,370.86,380.38,12792218737,42656945169
doge,8/11/2020,0,0,0,0,78539442,427010939
btc,8/12/2020,11404.6,11748.4,11249.61,11584.93,25064548486,2.13847E+11
eth,8/12/2020,380.06,391.31,367.92,391.02,12408772745,43855501072
doge,8/12/2020,0,0,0,0,70865885,438341326
btc,8/13/2020,11588.41,11796.4,11216.87,11784.14,27522199497,2.17535E+11
eth,8/13/2020,390.84,432.9,379.71,428.74,18480303526,48091569052
doge,8/13/2020,0,0,0,0,73302994,442425313
btc,8/14/2020,11772.66,12150.99,11685.46,11768.87,24237958589,2.17265E+11
eth,8/14/2020,428.68,444.58,423.35,437.4,15064589987,49068474083
doge,8/14/2020,0,0,0,0,61334640,448048011
btc,8/15/2020,11768.7,11963.2,11768.7,11865.7,23354924400,2.19064E+11
eth,8/15/2020,437.56,441.75,429.87,433.35,12416067894,48620820125
doge,8/15/2020,0,0,0,0,64309678,445406226
btc,8/16/2020,11866.69,11934.9,11737.19,11892.8,20583375490,2.19576E+11
eth,8/16/2020,433.35,436.27,415.09,433.79,12168816875,48675162267
doge,8/16/2020,0,0,0,0,52637926,443458495
btc,8/17/2020,11895.66,12359.06,11806.7,12254.4,28227687027,2.26262E+11
eth,8/17/2020,433.97,442.73,422.65,429.53,13227089410,48203426751
doge,8/17/2020,0,0,0,0,77628715,452006667
btc,8/18/2020,12251.9,12335.71,11954.53,11991.23,26043227672,2.21413E+11
eth,8/18/2020,429.67,432.58,419.67,423.67,11978984079,47551407033
doge,8/18/2020,0,0,0,0,62570291,442352423
btc,8/19/2020,11990.88,12028.92,11687.33,11758.28,24502851117,2.17122E+11
eth,8/19/2020,423.74,427.02,396.68,406.46,13137391167,45625864918
doge,8/19/2020,0,0,0,0,53306857,431060773
btc,8/20/2020,11761.5,11900.41,11710.06,11878.37,20175242945,2.1935E+11
eth,8/20/2020,406.76,418.73,404.03,416.44,10043032427,46751356941
doge,8/20/2020,0,0,0,0,43536656,435550928
btc,8/21/2020,11878.03,11899.26,11564.98,11592.49,23762425999,2.14082E+11
eth,8/21/2020,416.15,418.64,387.44,389.13,11781796374,43690315907
doge,8/21/2020,0,0,0,0,60621268,427273266
btc,8/22/2020,11585.48,11689.41,11448.81,11681.83,20224191306,2.15742E+11
eth,8/22/2020,389.03,396.47,382.81,395.84,10131847985,44448918222
doge,8/22/2020,0,0,0,0,44884852,433479976
btc,8/23/2020,11679.7,11713.43,11559.92,11664.85,18482062658,2.1544E+11
eth,8/23/2020,395.56,396.49,385.04,391.38,8137303970,43954518396
doge,8/23/2020,0,0,0,0,39485548,430026194
btc,8/24/2020,11663.69,11807.63,11623.25,11774.6,20681511755,2.17478E+11
eth,8/24/2020,391.68,409.39,389.31,408.14,10328860398,45842265023
doge,8/24/2020,0,0,0,0,46470522,430544251
btc,8/25/2020,11773.59,11778.3,11189.85,11366.14,26301509932,2.09943E+11
eth,8/25/2020,408.07,408.53,374.36,384,12428442042,43135697974
doge,8/25/2020,0,0,0,0,76826314,416312715
btc,8/26/2020,11366.89,11530.05,11296.99,11488.36,22466660958,2.12211E+11
eth,8/26/2020,383.98,391.87,378.71,386.47,9967343483,43417926668
doge,8/26/2020,0,0,0,0,80416711,416200661
btc,8/27/2020,11485.61,11570.79,11185.94,11323.4,23240415076,2.09172E+11
eth,8/27/2020,386.61,395.35,374.87,382.63,10457777652,42992439543
doge,8/27/2020,0,0,0,0,89847093,403564900
btc,8/28/2020,11325.3,11545.62,11316.42,11542.5,19807127588,2.13232E+11
eth,8/28/2020,382.63,397.76,381.27,395.87,9120674421,44485705032
doge,8/28/2020,0,0,0,0,64056957,411895611
btc,8/29/2020,11541.05,11585.64,11466.29,11506.87,17485597759,2.12584E+11
eth,8/29/2020,395.69,405.62,393.04,399.92,8777703481,44945899480
doge,8/29/2020,0,0,0,0,78149363,413659277
btc,8/30/2020,11508.71,11715.26,11492.38,11711.51,19760127945,2.16374E+11
eth,8/30/2020,399.62,428.66,399.61,428.4,11211948040,48151884394
doge,8/30/2020,0,0,0,0,79325829,415967943
btc,8/31/2020,11713.31,11768.88,11598.32,11680.82,22285928250,2.15818E+11
eth,8/31/2020,428.51,438.56,419.77,435.08,12774741797,48909170052
doge,8/31/2020,0,0,0,0,85369757,405995489
btc,9/1/2020,11679.32,12067.08,11601.13,11970.48,27311555343,2.21181E+11
eth,9/1/2020,434.87,487.21,432.08,477.05,18862763756,53633933560
doge,9/1/2020,0,0,0,0,81863764,410502859
btc,9/2/2020,11964.82,11964.82,11290.79,11414.03,28037405299,2.1091E+11
eth,9/2/2020,477.01,480.33,424.46,440.04,19691854014,49478789435
doge,9/2/2020,0,0,0,0,56647412,393723630
btc,9/3/2020,11407.19,11443.02,10182.47,10245.3,31927261555,1.89322E+11
eth,9/3/2020,440.24,449.53,381.13,385.67,19622845896,43370721326
doge,9/3/2020,0,0,0,0,59904548,353407912
btc,9/4/2020,10230.37,10663.92,10207.94,10511.81,29965130374,1.94256E+11
eth,9/4/2020,384.67,402.41,371.64,388.24,16747106257,43665020996
doge,9/4/2020,0,0,0,0,53434717,365578053
btc,9/5/2020,10512.53,10581.57,9946.68,10169.57,44916565292,1.8794E+11
eth,9/5/2020,388.04,394.17,316.77,335.26,29880047640,37710860058
doge,9/5/2020,0,0,0,0,62295889,347914351
btc,9/6/2020,10167.22,10353.93,10056.89,10280.35,37071460174,1.89997E+11
eth,9/6/2020,335.33,359.76,319.04,353.36,27643678917,39751917523
doge,9/6/2020,0,0,0,0,89557154,351568868
btc,9/7/2020,10281,10399.15,9916.49,10369.56,33703098409,1.91657E+11
eth,9/7/2020,353.45,358.21,326.25,352.67,21763614732,39679199320
doge,9/7/2020,0,0,0,0,102610335,354702877
btc,9/8/2020,10369.31,10414.78,9945.11,10131.52,33430927462,1.87267E+11
eth,9/8/2020,353.2,355.56,328.82,337.6,17991403432,37988119627
doge,9/8/2020,0,0,0,0,57144396,347692950
btc,9/9/2020,10134.15,10350.54,10017.25,10242.35,24128292755,1.89326E+11
eth,9/9/2020,337.82,359.16,332.16,351.11,14547933520,39512826170
doge,9/9/2020,0,0,0,0,77050464,350691174
btc,9/10/2020,10242.33,10503.91,10238.14,10363.14,54406443211,1.91568E+11
eth,9/10/2020,351.43,377.39,351.11,368.1,31421134556,41430053162
doge,9/10/2020,0,0,0,0,104276032,354031943
btc,9/11/2020,10369.03,10434.92,10140.84,10400.91,45201121775,1.92276E+11
eth,9/11/2020,368.12,376.63,355.58,374.7,27296269329,42177302259
doge,9/11/2020,0,0,0,0,134077501,354191866
btc,9/12/2020,10409.86,10578.84,10292.39,10442.17,36750077324,1.93049E+11
eth,9/12/2020,374.6,387.54,367.84,387.18,13295405814,43588199422
doge,9/12/2020,0,0,0,0,117125272,355828180
btc,9/13/2020,10452.4,10577.22,10224.33,10323.76,36506852789,1.90871E+11
eth,9/13/2020,387.52,388.96,354.34,365.57,15005899191,41160025962
doge,9/13/2020,0,0,0,0,124253232,350476176
btc,9/14/2020,10328.73,10800.01,10266.01,10680.84,35453581940,1.97484E+11
eth,9/14/2020,365.7,384.49,357.57,377.27,17536695361,42482307939
doge,9/14/2020,0,0,0,0,128520946,353858513
btc,9/15/2020,10677.75,10938.63,10656.46,10796.95,32509451925,1.99642E+11
eth,9/15/2020,377.15,381.51,363.61,364.84,16140584321,41087642853
doge,9/15/2020,0,0,0,0,100194174,357575916
btc,9/16/2020,10797.76,11100.12,10704.88,10974.9,30769986455,2.02943E+11
eth,9/16/2020,364.74,372.77,356.68,365.81,16107612177,41202147932
doge,9/16/2020,0,0,0,0,148555505,356864048
btc,9/17/2020,10973.25,11037.42,10774.63,10948.99,38151810523,2.02476E+11
eth,9/17/2020,365.87,393.9,364.8,389.02,19899531081,43821351213
doge,9/17/2020,0,0,0,0,161305349,355350720
btc,9/18/2020,10951.82,11034.91,10829.66,10944.59,26341903912,2.02406E+11
eth,9/18/2020,389.34,391.9,376.96,384.36,14108357740,43302193327
doge,9/18/2020,0,0,0,0,147868185,354211096
btc,9/19/2020,10933.75,11134.09,10909.62,11094.35,22764204008,2.05186E+11
eth,9/19/2020,384.04,387.08,378.72,385.54,11049507684,43440360815
doge,9/19/2020,0,0,0,0,147046520,352928507
btc,9/20/2020,11095.87,11095.87,10814.48,10938.27,24699523788,2.02309E+11
eth,9/20/2020,385.6,385.6,367.09,371.05,12292195784,41812641074
doge,9/20/2020,0,0,0,0,145951917,350976931
btc,9/21/2020,10934.93,10988.3,10380.26,10462.26,28884999244,1.93514E+11
eth,9/21/2020,371.4,375.74,336.07,341.79,17398267133,38519366615
doge,9/21/2020,0,0,0,0,78753428,332359050
btc,9/22/2020,10459.62,10568.08,10382.73,10538.46,23621787804,1.94932E+11
eth,9/22/2020,341.72,346.6,336.86,344.5,12732578043,38830213878
doge,9/22/2020,0,0,0,0,36467574,335642709
btc,9/23/2020,10535.49,10537.83,10197.86,10246.19,23788661867,1.8953E+11
