Date,Open*,High,Low,Close**,Volume,Market Cap
1-Jun-21,"$37,293.79 ","$37,896.74 ","$35,787.09 ","$36,684.92 ","$34,639,423,297 ","$686,891,021,225 "
31-May-21,"$35,658.59 ","$37,468.25 ","$34,241.94 ","$37,332.85 ","$39,009,847,639 ","$698,990,486,185 "
30-May-21,"$34,607.41 ","$36,400.67 ","$33,520.74 ","$35,678.13 ","$31,646,080,921 ","$667,976,638,398 "
29-May-21,"$35,684.16 ","$37,234.50 ","$33,693.93 ","$34,616.07 ","$45,231,013,335 ","$648,061,013,208 "
28-May-21,"$38,507.08 ","$38,856.97 ","$34,779.04 ","$35,697.61 ","$55,200,191,952 ","$668,283,930,067 "
27-May-21,"$39,316.89 ","$40,379.62 ","$37,247.90 ","$38,436.97 ","$43,210,968,721 ","$719,538,129,128 "
26-May-21,"$38,392.62 ","$40,782.08 ","$37,905.83 ","$39,294.20 ","$51,346,735,160 ","$735,556,411,166 "
25-May-21,"$38,795.78 ","$39,776.35 ","$36,581.43 ","$38,402.22 ","$56,211,915,803 ","$718,829,377,408 "
24-May-21,"$34,700.36 ","$39,835.14 ","$34,551.08 ","$38,705.98 ","$67,359,584,098 ","$724,332,072,424 "
23-May-21,"$37,531.45 ","$38,289.22 ","$31,227.34 ","$34,770.58 ","$78,469,274,361 ","$650,686,270,744 "
22-May-21,"$37,371.03 ","$38,831.05 ","$35,383.68 ","$37,536.63 ","$57,377,273,240 ","$702,449,253,648 "
21-May-21,"$40,596.95 ","$42,172.17 ","$33,616.45 ","$37,304.69 ","$82,051,616,861 ","$698,108,789,817 "
20-May-21,"$36,753.67 ","$42,462.98 ","$35,050.62 ","$40,782.74 ","$88,281,943,359 ","$763,195,929,022 "
19-May-21,"$42,944.98 ","$43,546.12 ","$30,681.50 ","$37,002.44 ","$126,358,098,747 ","$692,452,570,147 "
18-May-21,"$43,488.06 ","$45,812.46 ","$42,367.83 ","$42,909.40 ","$56,187,365,084 ","$802,974,346,863 "
17-May-21,"$46,415.90 ","$46,623.56 ","$42,207.29 ","$43,537.51 ","$74,903,638,450 ","$814,701,646,509 "
