Type,Date,Open,High,Low,Close,Adj. close,Volume
s&p,1/31/2008,"1,351.98","1,385.62","1,334.08","1,378.55","1,378.55","4,97,02,90,000"
nasdaq,1/31/2008,2317.110107,2403.459961,2313.52002,2389.860107,2389.860107,2813420000
s&p,2/1/2008,"1,378.60","1,396.02","1,375.93","1,395.42","1,395.42","4,65,07,70,000"
nasdaq,2/1/2008,2392.580078,2419.22998,2374.5,2413.360107,2413.360107,3060180000
s&p,2/4/2008,"1,395.38","1,395.38","1,379.69","1,380.82","1,380.82","3,49,57,80,000"
nasdaq,2/4/2008,2413.419922,2413.419922,2382.090088,2382.850098,2382.850098,2050940000
s&p,2/5/2008,"1,380.28","1,380.28","1,336.64","1,336.64","1,336.64","4,31,57,40,000"
nasdaq,2/5/2008,2344.810059,2359.429932,2309.570068,2309.570068,2309.570068,2501820000
s&p,2/6/2008,"1,339.48","1,351.96","1,324.34","1,326.45","1,326.45","4,00,81,20,000"
nasdaq,2/6/2008,2327.179932,2338.27002,2277.27002,2278.75,2278.75,2362020000
s&p,2/7/2008,"1,324.01","1,347.16","1,316.75","1,336.91","1,336.91","4,58,91,60,000"
nasdaq,2/7/2008,2259.620117,2318.52002,2252.649902,2293.030029,2293.030029,2946360000
s&p,2/8/2008,"1,336.88","1,341.22","1,321.06","1,331.29","1,331.29","3,76,84,90,000"
nasdaq,2/8/2008,2290.5,2318.669922,2280.27002,2304.850098,2304.850098,2229330000
s&p,2/11/2008,"1,331.92","1,341.40","1,320.32","1,339.13","1,339.13","3,59,31,40,000"
nasdaq,2/11/2008,2310.75,2326.22998,2294.419922,2320.060059,2320.060059,2072270000
s&p,2/12/2008,"1,340.55","1,362.10","1,339.36","1,348.86","1,348.86","4,04,46,40,000"
nasdaq,2/12/2008,2333.310059,2349.550049,2305.830078,2320.040039,2320.040039,2183530000
s&p,2/13/2008,"1,353.12","1,369.23","1,350.78","1,367.21","1,367.21","3,85,64,20,000"
nasdaq,2/13/2008,2347.219971,2373.929932,2338.909912,2373.929932,2373.929932,2174670000
s&p,2/14/2008,"1,367.33","1,368.16","1,347.31","1,348.86","1,348.86","3,64,47,60,000"
nasdaq,2/14/2008,2376.219971,2376.219971,2328.590088,2332.540039,2332.540039,2267580000
s&p,2/15/2008,"1,347.52","1,350.00","1,338.13","1,349.99","1,349.99","3,58,33,00,000"
nasdaq,2/15/2008,2320.580078,2329.169922,2305.810059,2321.800049,2321.800049,1999540000
s&p,2/19/2008,"1,355.86","1,367.28","1,345.05","1,348.78","1,348.78","3,61,35,50,000"
nasdaq,2/19/2008,2348.97998,2352.790039,2300.100098,2306.199951,2306.199951,1988690000
s&p,2/20/2008,"1,348.39","1,363.71","1,336.55","1,360.03","1,360.03","3,87,05,20,000"
nasdaq,2/20/2008,2292.820068,2331.699951,2291.23999,2327.100098,2327.100098,2258180000
s&p,2/21/2008,"1,362.21","1,367.94","1,339.34","1,342.53","1,342.53","3,69,66,60,000"
nasdaq,2/21/2008,2344.080078,2353.790039,2294.77002,2299.780029,2299.780029,2277540000
s&p,2/22/2008,"1,344.22","1,354.30","1,327.04","1,353.11","1,353.11","3,57,26,60,000"
nasdaq,2/22/2008,2306.610107,2308.76001,2265.360107,2303.350098,2303.350098,2324450000
s&p,2/25/2008,"1,352.75","1,374.36","1,346.03","1,371.80","1,371.80","3,86,63,50,000"
nasdaq,2/25/2008,2303.409912,2333.709961,2294.379883,2327.47998,2327.47998,2152880000
s&p,2/26/2008,"1,371.76","1,387.34","1,363.29","1,381.29","1,381.29","4,09,60,60,000"
nasdaq,2/26/2008,2314.419922,2361.100098,2311.320068,2344.98999,2344.98999,2263650000
s&p,2/27/2008,"1,378.95","1,388.34","1,372.00","1,380.02","1,380.02","3,90,47,00,000"
nasdaq,2/27/2008,2329.159912,2363.52002,2326.340088,2353.780029,2353.780029,2216540000
s&p,2/28/2008,"1,378.16","1,378.16","1,363.16","1,367.68","1,367.68","3,93,85,80,000"
nasdaq,2/28/2008,2342.560059,2352.879883,2324.469971,2331.570068,2331.570068,2032040000
s&p,2/29/2008,"1,364.07","1,364.07","1,325.42","1,330.63","1,330.63","4,42,67,30,000"
nasdaq,2/29/2008,2309.060059,2311.22998,2264.969971,2271.47998,2271.47998,2405360000
s&p,3/3/2008,"1,330.45","1,335.13","1,320.04","1,331.34","1,331.34","4,11,75,70,000"
nasdaq,3/3/2008,2271.26001,2275.75,2240.300049,2258.600098,2258.600098,2145070000
s&p,3/4/2008,"1,329.58","1,331.03","1,307.39","1,326.75","1,326.75","4,75,71,80,000"
nasdaq,3/4/2008,2244.209961,2266.370117,2221.090088,2260.280029,2260.280029,2669980000
