Type,Date,Open,High,Low,Close,Adj. close,Volume
s&p,8/20/2008,"1,267.34","1,276.01","1,261.16","1,274.54","1,274.54","4,55,50,30,000"
nasdaq,8/20/2008,2396.580078,2408.679932,2372.340088,2389.080078,2389.080078,1746470000
s&p,8/21/2008,"1,271.07","1,281.40","1,265.22","1,277.72","1,277.72","4,03,25,90,000"
nasdaq,8/21/2008,2371.540039,2387.719971,2360.389893,2380.379883,2380.379883,1562430000
s&p,8/22/2008,"1,277.59","1,293.09","1,277.59","1,292.20","1,292.20","3,74,10,70,000"
nasdaq,8/22/2008,2390.340088,2417.629883,2390.340088,2414.709961,2414.709961,1365910000
s&p,8/25/2008,"1,290.47","1,290.47","1,264.87","1,266.84","1,266.84","3,42,06,00,000"
nasdaq,8/25/2008,2399.72998,2399.72998,2362.199951,2365.590088,2365.590088,2366920000
s&p,8/26/2008,"1,267.03","1,275.65","1,263.21","1,271.51","1,271.51","3,58,75,70,000"
nasdaq,8/26/2008,2364.310059,2377.040039,2345.790039,2361.969971,2361.969971,1256980000
s&p,8/27/2008,"1,271.29","1,285.05","1,270.03","1,281.66","1,281.66","3,49,96,10,000"
nasdaq,8/27/2008,2362.860107,2395.02002,2358.929932,2382.459961,2382.459961,1540700000
s&p,8/28/2008,"1,283.79","1,300.68","1,283.79","1,300.68","1,300.68","3,85,42,80,000"
nasdaq,8/28/2008,2390.110107,2412.840088,2388.550049,2411.639893,2411.639893,1582680000
s&p,8/29/2008,"1,296.49","1,297.59","1,282.74","1,282.83","1,282.83","3,28,81,20,000"
nasdaq,8/29/2008,2388.669922,2393.48999,2360.909912,2367.52002,2367.52002,1559030000
s&p,9/2/2008,"1,287.83","1,303.04","1,272.20","1,277.58","1,277.58","4,78,35,60,000"
nasdaq,9/2/2008,2402.110107,2413.110107,2338.370117,2349.23999,2349.23999,2010580000
s&p,9/3/2008,"1,276.61","1,280.60","1,265.59","1,274.98","1,274.98","5,05,69,80,000"
nasdaq,9/3/2008,2346.810059,2357.429932,2320.909912,2333.72998,2333.72998,2062140000
s&p,9/4/2008,"1,271.80","1,271.80","1,232.83","1,236.83","1,236.83","5,21,25,00,000"
nasdaq,9/4/2008,2315.179932,2317.320068,2259.040039,2259.040039,2259.040039,2332320000
s&p,9/5/2008,"1,233.21","1,244.94","1,217.23","1,242.31","1,242.31","5,01,70,80,000"
nasdaq,9/5/2008,2241.620117,2264.350098,2216.98999,2255.879883,2255.879883,2261030000
s&p,9/8/2008,"1,249.50","1,274.42","1,247.12","1,267.79","1,267.79","7,35,13,40,000"
nasdaq,9/8/2008,2296.179932,2303.889893,2236.969971,2269.76001,2269.76001,2566300000
s&p,9/9/2008,"1,267.98","1,268.66","1,224.51","1,224.51","1,224.51","7,38,06,30,000"
nasdaq,9/9/2008,2269.929932,2285.540039,2209.810059,2209.810059,2209.810059,2590590000
s&p,9/10/2008,"1,227.50","1,243.90","1,221.60","1,232.04","1,232.04","6,54,34,40,000"
nasdaq,9/10/2008,2232.209961,2247.629883,2209.590088,2228.699951,2228.699951,2250360000
s&p,9/11/2008,"1,229.04","1,249.98","1,211.54","1,249.05","1,249.05","6,86,92,50,000"
nasdaq,9/11/2008,2199.030029,2259.25,2191.530029,2258.219971,2258.219971,2269670000
s&p,9/12/2008,"1,245.88","1,255.09","1,233.81","1,251.70","1,251.70","6,27,32,60,000"
nasdaq,9/12/2008,2239.25,2268.830078,2228,2261.27002,2261.27002,1973590000
s&p,9/15/2008,"1,250.92","1,250.92","1,192.70","1,192.70","1,192.70","8,27,95,10,000"
nasdaq,9/15/2008,2202.280029,2244.879883,2179.909912,2179.909912,2179.909912,2697820000
s&p,9/16/2008,"1,188.31","1,214.84","1,169.28","1,213.60","1,213.60","9,45,98,30,000"
nasdaq,9/16/2008,2149.649902,2214.290039,2145.169922,2207.899902,2207.899902,3187630000
s&p,9/17/2008,"1,210.34","1,210.34","1,155.88","1,156.39","1,156.39","9,43,18,70,000"
nasdaq,9/17/2008,2177.580078,2183.25,2098.850098,2098.850098,2098.850098,3102010000
s&p,9/18/2008,"1,157.08","1,211.14","1,133.50","1,206.51","1,206.51","10,08,26,90,000"
nasdaq,9/18/2008,2137.419922,2201.709961,2070.219971,2199.100098,2199.100098,3867290000
s&p,9/19/2008,"1,213.11","1,265.12","1,213.11","1,255.08","1,255.08","9,38,71,70,000"
nasdaq,9/19/2008,2303.899902,2318.429932,2239.72998,2273.899902,2273.899902,3898230000
s&p,9/22/2008,"1,255.37","1,255.37","1,205.61","1,207.09","1,207.09","5,36,81,30,000"
nasdaq,9/22/2008,2265.77002,2266.449951,2178.97998,2178.97998,2178.97998,1881160000
s&p,9/23/2008,"1,207.61","1,221.15","1,187.06","1,188.22","1,188.22","5,18,57,30,000"
nasdaq,9/23/2008,2190.709961,2209.620117,2151.77002,2153.330078,2153.330078,1974180000
s&p,9/24/2008,"1,188.79","1,197.41","1,179.79","1,185.87","1,185.87","4,82,03,60,000"
nasdaq,9/24/2008,2167.550049,2179.929932,2147.360107,2155.679932,2155.679932,1818170000
s&p,9/25/2008,"1,187.87","1,220.03","1,187.87","1,209.18","1,209.18","5,87,76,40,000"
nasdaq,9/25/2008,2172.26001,2210.73999,2167.060059,2186.570068,2186.570068,1846330000
s&p,9/26/2008,"1,204.47","1,215.77","1,187.54","1,213.27","1,213.27","5,38,36,10,000"
nasdaq,9/26/2008,2144.060059,2187.530029,2136.850098,2183.340088,2183.340088,1949200000
s&p,9/29/2008,"1,209.07","1,209.07","1,106.42","1,106.42","1,106.42","7,30,50,60,000"
nasdaq,9/29/2008,2147.159912,2152.689941,1983.72998,1983.72998,1983.72998,2808100000
s&p,9/30/2008,"1,113.78","1,168.03","1,113.78","1,166.36","1,166.36","4,93,76,80,000"
nasdaq,9/30/2008,2033.689941,2094.310059,2015.930054,2091.879883,2091.879883,2376240000
s&p,10/1/2008,"1,164.17","1,167.03","1,140.77","1,161.06","1,161.06","5,78,21,30,000"
nasdaq,10/1/2008,2075.100098,2083.199951,2046.060059,2069.399902,2069.399902,1899330000
s&p,10/2/2008,"1,160.64","1,160.64","1,111.43","1,114.28","1,114.28","6,28,56,40,000"
nasdaq,10/2/2008,2052.51001,2056.429932,1975,1976.719971,1976.719971,2173750000
s&p,10/3/2008,"1,115.16","1,153.82","1,098.14","1,099.23","1,099.23","6,71,61,20,000"
nasdaq,10/3/2008,2005.920044,2046.810059,1947.189941,1947.390015,1947.390015,2501480000
s&p,10/6/2008,"1,097.56","1,097.56","1,007.97","1,056.89","1,056.89","7,95,60,20,000"
nasdaq,10/6/2008,1898.630005,1905.01001,1777.02002,1862.959961,1862.959961,3502250000
s&p,10/7/2008,"1,057.60","1,072.91",996.23,996.23,996.23,"7,06,92,10,000"
nasdaq,10/7/2008,1867.969971,1886.349976,1754.880005,1754.880005,1754.880005,2825810000
s&p,10/8/2008,988.91,"1,021.06",970.97,984.94,984.94,"8,71,63,30,000"
nasdaq,10/8/2008,1710.959961,1806.890015,1706.859985,1740.329956,1740.329956,3516070000
s&p,10/9/2008,988.42,"1,005.25",909.19,909.92,909.92,"6,81,90,00,000"
nasdaq,10/9/2008,1766.25,1787.410034,1634.880005,1645.119995,1645.119995,2622310000
s&p,10/10/2008,902.31,936.36,839.8,899.22,899.22,"11,45,62,30,000"
nasdaq,10/10/2008,1590.77002,1690.77002,1542.449951,1649.51001,1649.51001,4164090000
s&p,10/13/2008,912.75,"1,006.93",912.75,"1,003.35","1,003.35","7,26,33,70,000"
nasdaq,10/13/2008,1734.599976,1844.25,1715.73999,1844.25,1844.25,2665690000
s&p,10/14/2008,"1,009.97","1,044.31",972.07,998.01,998.01,"8,16,19,90,000"
nasdaq,10/14/2008,1894.869995,1896.949951,1752.890015,1779.01001,1779.01001,2912850000
s&p,10/15/2008,994.6,994.6,903.99,907.84,907.84,"6,54,23,30,000"
nasdaq,10/15/2008,1754.619995,1761.22998,1628.329956,1628.329956,1628.329956,2540180000
s&p,10/16/2008,909.53,947.71,865.83,946.43,946.43,"7,98,45,00,000"
nasdaq,10/16/2008,1644.550049,1717.719971,1565.719971,1717.709961,1717.709961,3331040000
s&p,10/17/2008,942.29,984.64,918.74,940.55,940.55,"6,58,17,80,000"
nasdaq,10/17/2008,1678.780029,1782.579956,1670.280029,1711.290039,1711.290039,2711030000
s&p,10/20/2008,943.51,985.4,943.51,985.4,985.4,"5,17,56,40,000"
nasdaq,10/20/2008,1735.130005,1770.050049,1698.01001,1770.030029,1770.030029,2021750000
s&p,10/21/2008,980.4,985.44,952.47,955.05,955.05,"5,12,18,30,000"
nasdaq,10/21/2008,1741.839966,1768.540039,1695.119995,1696.680054,1696.680054,2099810000
s&p,10/22/2008,951.67,951.67,875.81,896.78,896.78,"6,14,79,80,000"
nasdaq,10/22/2008,1671.22998,1678.709961,1587.219971,1615.75,1615.75,2560810000
s&p,10/23/2008,899.08,922.83,858.44,908.11,908.11,"7,18,99,00,000"
nasdaq,10/23/2008,1621.109985,1645.5,1533.550049,1603.910034,1603.910034,3104700000
s&p,10/24/2008,895.22,896.3,852.85,876.77,876.77,"6,55,00,50,000"
nasdaq,10/24/2008,1493.790039,1584.27002,1493.790039,1552.030029,1552.030029,2691940000
s&p,10/27/2008,874.28,893.78,846.75,848.92,848.92,"5,55,80,50,000"
nasdaq,10/27/2008,1528.119995,1574.540039,1503.810059,1505.900024,1505.900024,2224430000
s&p,10/28/2008,848.92,940.51,845.27,940.51,940.51,"7,09,69,50,000"
nasdaq,10/28/2008,1552.23999,1649.469971,1504.130005,1649.469971,1649.469971,2777540000
s&p,10/29/2008,939.51,969.97,922.26,930.09,930.09,"7,07,78,00,000"
nasdaq,10/29/2008,1643.97998,1705.51001,1622.01001,1657.209961,1657.209961,2748720000
s&p,10/30/2008,939.38,963.23,928.5,954.09,954.09,"6,17,58,30,000"
nasdaq,10/30/2008,1698.430054,1712.560059,1658.449951,1698.52002,1698.52002,2504420000
s&p,10/31/2008,953.11,984.38,944.59,968.75,968.75,"6,39,43,50,000"
nasdaq,10/31/2008,1684.709961,1742.540039,1673.319946,1720.949951,1720.949951,2437120000
s&p,11/3/2008,968.67,975.57,958.82,966.3,966.3,"4,49,22,80,000"
nasdaq,11/3/2008,1718.890015,1738.530029,1713.390015,1726.329956,1726.329956,1770880000
s&p,11/4/2008,971.31,"1,007.51",971.31,"1,005.75","1,005.75","5,53,12,90,000"
nasdaq,11/4/2008,1761.089966,1785.839966,1739.810059,1780.119995,1780.119995,2306350000
s&p,11/5/2008,"1,001.84","1,001.84",949.86,952.77,952.77,"5,42,66,40,000"
nasdaq,11/5/2008,1757.01001,1764.430054,1679.189941,1681.640015,1681.640015,2092410000
s&p,11/6/2008,952.4,952.4,899.73,904.88,904.88,"6,10,22,30,000"
nasdaq,11/6/2008,1659.569946,1676.920044,1603.869995,1608.699951,1608.699951,2367880000
s&p,11/7/2008,907.44,931.46,906.9,930.99,930.99,"4,93,16,40,000"
nasdaq,11/7/2008,1629.689941,1654.25,1615.51001,1647.400024,1647.400024,1886230000
s&p,11/10/2008,936.75,951.95,907.47,919.21,919.21,"4,57,20,00,000"
nasdaq,11/10/2008,1680.670044,1680.670044,1603.329956,1616.73999,1616.73999,1674900000
s&p,11/11/2008,917.15,917.15,884.9,898.95,898.95,"4,99,83,40,000"
nasdaq,11/11/2008,1598.589966,1612.420044,1563.949951,1580.900024,1580.900024,1909080000
s&p,11/12/2008,893.39,893.39,850.48,852.3,852.3,"5,76,41,80,000"
nasdaq,11/12/2008,1555.170044,1562.780029,1499.209961,1499.209961,1499.209961,2120870000
s&p,11/13/2008,853.13,913.01,818.69,911.29,911.29,"7,84,91,20,000"
nasdaq,11/13/2008,1503.060059,1596.699951,1428.540039,1596.699951,1596.699951,3009550000
s&p,11/14/2008,904.36,916.88,869.88,873.29,873.29,"5,88,10,30,000"
nasdaq,11/14/2008,1560.589966,1587.76001,1513.089966,1516.849976,1516.849976,2243750000
s&p,11/17/2008,873.23,882.29,848.98,850.75,850.75,"4,92,74,90,000"
nasdaq,11/17/2008,1494.73999,1526.959961,1481.699951,1482.050049,1482.050049,1831540000
s&p,11/18/2008,852.34,865.9,826.84,859.12,859.12,"6,67,94,70,000"
nasdaq,11/18/2008,1488.930054,1498.420044,1429.920044,1483.27002,1483.27002,2349230000
s&p,11/19/2008,859.03,864.57,806.18,806.58,806.58,"6,54,86,00,000"
nasdaq,11/19/2008,1479.130005,1493.050049,1386.420044,1386.420044,1386.420044,2372880000
s&p,11/20/2008,805.87,820.52,747.78,752.44,752.44,"9,09,37,40,000"
nasdaq,11/20/2008,1373.77002,1414.430054,1314.900024,1316.119995,1316.119995,3147650000
s&p,11/21/2008,755.84,801.2,741.02,800.03,800.03,"9,49,59,00,000"
nasdaq,11/21/2008,1346.77002,1384.349976,1295.47998,1384.349976,1384.349976,3071280000
s&p,11/24/2008,801.2,865.6,801.2,851.81,851.81,"7,87,94,40,000"
nasdaq,11/24/2008,1409.719971,1480.410034,1397.189941,1472.02002,1472.02002,2553620000
s&p,11/25/2008,853.4,868.94,834.99,857.39,857.39,"6,95,27,00,000"
nasdaq,11/25/2008,1472.02002,1486.219971,1430.400024,1464.72998,1464.72998,2457510000
s&p,11/26/2008,852.9,887.68,841.37,887.68,887.68,"5,79,32,60,000"
nasdaq,11/26/2008,1441.209961,1532.099976,1441.209961,1532.099976,1532.099976,1980020000
s&p,11/28/2008,886.89,896.25,881.21,896.24,896.24,"2,74,08,60,000"
nasdaq,11/28/2008,1517.949951,1535.569946,1512.410034,1535.569946,1535.569946,787580000
s&p,12/1/2008,888.61,888.61,815.69,816.21,816.21,"6,05,20,10,000"
nasdaq,12/1/2008,1496.089966,1496.23999,1398.069946,1398.069946,1398.069946,1904470000
s&p,12/2/2008,817.94,850.54,817.94,848.81,848.81,"6,17,01,00,000"
nasdaq,12/2/2008,1423.849976,1450.829956,1399.880005,1449.800049,1449.800049,2056730000
s&p,12/3/2008,843.6,873.12,827.6,870.74,870.74,"6,22,18,80,000"
nasdaq,12/3/2008,1416.030029,1493.060059,1414.040039,1492.380005,1492.380005,2240150000
s&p,12/4/2008,869.75,875.6,833.6,845.22,845.22,"5,86,03,90,000"
nasdaq,12/4/2008,1465.77002,1500.949951,1426.410034,1445.560059,1445.560059,2020110000
s&p,12/5/2008,844.43,879.42,818.41,876.07,876.07,"6,16,53,70,000"
nasdaq,12/5/2008,1426.930054,1510.390015,1404.800049,1509.310059,1509.310059,2177720000
s&p,12/8/2008,882.71,918.57,882.71,909.7,909.7,"6,55,36,00,000"
nasdaq,12/8/2008,1541.439941,1583.810059,1536.709961,1571.73999,1571.73999,2290810000
s&p,12/9/2008,906.48,916.26,885.38,888.67,888.67,"5,69,31,10,000"
nasdaq,12/9/2008,1546.540039,1602.920044,1538.25,1547.339966,1547.339966,2246470000
s&p,12/10/2008,892.17,908.27,885.45,899.24,899.24,"5,94,21,30,000"
nasdaq,12/10/2008,1563.660034,1584.160034,1542.079956,1565.47998,1565.47998,1955600000
s&p,12/11/2008,898.35,904.63,868.73,873.59,873.59,"5,51,38,40,000"
nasdaq,12/11/2008,1548.469971,1568.609985,1501.699951,1507.880005,1507.880005,2018190000
s&p,12/12/2008,871.79,883.24,851.35,879.73,879.73,"5,95,95,90,000"
nasdaq,12/12/2008,1482.550049,1543.040039,1478.030029,1540.719971,1540.719971,1869900000
s&p,12/15/2008,881.07,884.63,857.72,868.57,868.57,"4,98,23,90,000"
nasdaq,12/15/2008,1544.160034,1544.160034,1491.359985,1508.339966,1508.339966,1677890000
s&p,12/16/2008,871.53,914.66,871.53,913.18,913.18,"6,00,97,80,000"
nasdaq,12/16/2008,1526.060059,1589.890015,1526,1589.890015,1589.890015,2180960000
s&p,12/17/2008,908.16,918.85,895.94,904.42,904.42,"5,90,73,80,000"
nasdaq,12/17/2008,1568.880005,1598.329956,1560.050049,1579.310059,1579.310059,2111370000
s&p,12/18/2008,905.98,911.02,877.44,885.28,885.28,"5,67,50,00,000"
nasdaq,12/18/2008,1583.170044,1591.699951,1535.380005,1552.369995,1552.369995,2092320000
s&p,12/19/2008,886.96,905.47,883.02,887.88,887.88,"6,70,53,10,000"
nasdaq,12/19/2008,1572.75,1593.349976,1557.050049,1564.319946,1564.319946,2651440000
s&p,12/22/2008,887.2,887.37,857.09,871.63,871.63,"4,86,98,50,000"
nasdaq,12/22/2008,1562.170044,1563.790039,1503.660034,1532.349976,1532.349976,1629320000
s&p,12/23/2008,874.31,880.44,860.1,863.16,863.16,"4,05,19,70,000"
nasdaq,12/23/2008,1539.369995,1548.439941,1512.540039,1521.540039,1521.540039,1331050000
s&p,12/24/2008,863.87,869.79,861.44,868.15,868.15,"1,54,65,50,000"
nasdaq,12/24/2008,1525.150024,1527.22998,1516.150024,1524.900024,1524.900024,490990000
s&p,12/26/2008,869.51,873.74,866.52,872.8,872.8,"1,88,00,50,000"
nasdaq,12/26/2008,1531.199951,1532.130005,1518.969971,1530.23999,1530.23999,592760000
s&p,12/29/2008,872.37,873.7,857.07,869.42,869.42,"3,32,34,30,000"
nasdaq,12/29/2008,1529.540039,1530.920044,1493.449951,1510.319946,1510.319946,1186240000
s&p,12/30/2008,870.58,891.12,870.58,890.64,890.64,"3,62,78,00,000"
nasdaq,12/30/2008,1521.180054,1550.699951,1517.26001,1550.699951,1550.699951,1374180000
s&p,12/31/2008,890.59,910.32,889.67,903.25,903.25,"4,17,29,40,000"
nasdaq,12/31/2008,1550.869995,1586.810059,1548.880005,1577.030029,1577.030029,1521220000
s&p,1/2/2009,902.99,934.73,899.35,931.8,931.8,"4,04,82,70,000"
nasdaq,1/2/2009,1578.869995,1636.030029,1571.97998,1632.209961,1632.209961,1438410000
s&p,1/5/2009,929.17,936.63,919.53,927.45,927.45,"5,41,39,10,000"
nasdaq,1/5/2009,1621.47998,1640.459961,1604.630005,1628.030029,1628.030029,1816580000
s&p,1/6/2009,931.17,943.85,927.28,934.7,934.7,"5,39,26,20,000"
nasdaq,1/6/2009,1642.369995,1665.630005,1636.25,1652.380005,1652.380005,2137640000
s&p,1/7/2009,927.45,927.45,902.37,906.65,906.65,"4,70,49,40,000"
nasdaq,1/7/2009,1621.630005,1625.369995,1588.199951,1599.060059,1599.060059,2020170000
s&p,1/8/2009,905.73,910,896.81,909.73,909.73,"4,99,15,50,000"
nasdaq,1/8/2009,1590.25,1617.01001,1584.280029,1617.01001,1617.01001,1968160000
s&p,1/9/2009,909.91,911.93,888.31,890.35,890.35,"4,71,65,00,000"
nasdaq,1/9/2009,1617.050049,1617.26001,1569.869995,1571.589966,1571.589966,1907390000
s&p,1/12/2009,890.4,890.4,864.32,870.26,870.26,"4,72,50,50,000"
nasdaq,1/12/2009,1573.449951,1573.459961,1528,1538.790039,1538.790039,1763590000
s&p,1/13/2009,869.79,877.02,862.02,871.79,871.79,"5,56,74,60,000"
nasdaq,1/13/2009,1537.420044,1557.949951,1527.469971,1546.459961,1546.459961,1965570000
s&p,1/14/2009,867.28,867.28,836.93,842.62,842.62,"5,40,78,80,000"
nasdaq,1/14/2009,1521.709961,1528.650024,1485.26001,1489.640015,1489.640015,1919980000
s&p,1/15/2009,841.99,851.59,817.04,843.74,843.74,"7,80,73,50,000"
nasdaq,1/15/2009,1489.459961,1521.579956,1456.719971,1511.839966,1511.839966,2507870000
s&p,1/16/2009,844.45,858.13,830.66,850.12,850.12,"6,78,60,40,000"
nasdaq,1/16/2009,1532.469971,1538.819946,1490.349976,1529.329956,1529.329956,2235070000
s&p,1/20/2009,849.64,849.64,804.47,805.22,805.22,"6,37,52,30,000"
nasdaq,1/20/2009,1520.76001,1521.849976,1440.859985,1440.859985,1440.859985,1989610000
s&p,1/21/2009,806.77,841.72,804.3,840.24,840.24,"6,46,78,30,000"
nasdaq,1/21/2009,1466.400024,1507.52002,1444.900024,1507.069946,1507.069946,2120080000
s&p,1/22/2009,839.74,839.74,811.29,827.5,827.5,"5,84,38,30,000"
nasdaq,1/22/2009,1470.849976,1492.469971,1444.079956,1465.48999,1465.48999,2286190000
s&p,1/23/2009,822.16,838.61,806.07,831.95,831.95,"5,83,21,60,000"
nasdaq,1/23/2009,1440.780029,1495.27002,1434.079956,1477.290039,1477.290039,2210840000
s&p,1/26/2009,832.5,852.53,827.69,836.57,836.57,"6,03,99,40,000"
nasdaq,1/26/2009,1479.97998,1514.380005,1470.810059,1489.459961,1489.459961,1815400000
s&p,1/27/2009,837.3,850.45,835.4,845.71,845.71,"5,35,32,60,000"
nasdaq,1/27/2009,1494.119995,1513.209961,1488.810059,1504.900024,1504.900024,1784110000
s&p,1/28/2009,845.73,877.86,845.73,874.09,874.09,"6,19,91,80,000"
nasdaq,1/28/2009,1530.47998,1568.329956,1530.030029,1558.339966,1558.339966,2122250000
s&p,1/29/2009,868.89,868.89,844.15,845.14,845.14,"5,06,70,60,000"
nasdaq,1/29/2009,1537.469971,1537.839966,1505.699951,1507.839966,1507.839966,1932100000
s&p,1/30/2009,845.69,851.66,821.67,825.88,825.88,"5,35,05,80,000"
nasdaq,1/30/2009,1519.459961,1523.449951,1472.51001,1476.420044,1476.420044,2054590000
s&p,2/2/2009,823.09,830.78,812.87,825.44,825.44,"5,67,32,70,000"
nasdaq,2/2/2009,1460.849976,1502.719971,1460.51001,1494.430054,1494.430054,1987080000
s&p,2/3/2009,825.69,842.6,821.98,838.51,838.51,"5,88,63,10,000"
nasdaq,2/3/2009,1499.589966,1521.209961,1479.420044,1516.300049,1516.300049,2049840000
s&p,2/4/2009,837.77,851.85,829.18,832.23,832.23,"6,42,04,50,000"
nasdaq,2/4/2009,1517.189941,1549.640015,1508.869995,1515.050049,1515.050049,2197050000
s&p,2/5/2009,831.75,850.55,819.91,845.85,845.85,"6,62,40,30,000"
nasdaq,2/5/2009,1498.589966,1554.369995,1495.52002,1546.23999,1546.23999,2511750000
s&p,2/6/2009,846.09,870.75,845.42,868.6,868.6,"6,48,41,00,000"
nasdaq,2/6/2009,1547,1594.26001,1545.849976,1591.709961,1591.709961,2389530000
s&p,2/9/2009,868.24,875.01,861.65,869.89,869.89,"5,57,43,70,000"
nasdaq,2/9/2009,1590.73999,1598.22998,1576.099976,1591.560059,1591.560059,1906940000
s&p,2/10/2009,866.87,868.05,822.99,827.16,827.16,"6,77,01,70,000"
nasdaq,2/10/2009,1578.02002,1598.5,1520.560059,1524.72998,1524.72998,2443370000
s&p,2/11/2009,827.41,838.22,822.3,833.74,833.74,"5,92,64,60,000"
nasdaq,2/11/2009,1531.579956,1542.839966,1509.349976,1530.5,1530.5,2236450000
s&p,2/12/2009,829.91,835.48,808.06,835.19,835.19,"6,47,64,60,000"
nasdaq,2/12/2009,1510.170044,1542.51001,1495.339966,1541.709961,1541.709961,2428250000
s&p,2/13/2009,833.95,839.43,825.21,826.84,826.84,"5,29,66,50,000"
nasdaq,2/13/2009,1539.719971,1552.569946,1530.050049,1534.359985,1534.359985,1990190000
s&p,2/17/2009,818.61,818.61,789.17,789.17,789.17,"5,90,78,20,000"
nasdaq,2/17/2009,1489.119995,1492.819946,1467.790039,1470.660034,1470.660034,2335370000
s&p,2/18/2009,791.06,796.17,780.43,788.42,788.42,"5,74,07,10,000"
nasdaq,2/18/2009,1480.650024,1487.920044,1454.459961,1467.969971,1467.969971,2029710000
s&p,2/19/2009,787.91,797.58,777.03,778.94,778.94,"5,74,69,40,000"
nasdaq,2/19/2009,1478.550049,1485.140015,1442.530029,1442.819946,1442.819946,1991000000
s&p,2/20/2009,775.87,778.69,754.25,770.05,770.05,"8,21,05,90,000"
nasdaq,2/20/2009,1427.030029,1454.390015,1416.959961,1441.22998,1441.22998,2526040000
s&p,2/23/2009,773.25,777.85,742.37,743.33,743.33,"6,50,93,00,000"
nasdaq,2/23/2009,1452.579956,1452.579956,1386.680054,1387.719971,1387.719971,1977740000
s&p,2/24/2009,744.69,775.49,744.69,773.14,773.14,"7,23,44,90,000"
nasdaq,2/24/2009,1399.369995,1445.069946,1395.109985,1441.829956,1441.829956,2339660000
s&p,2/25/2009,770.64,780.12,752.89,764.9,764.9,"7,48,36,40,000"
nasdaq,2/25/2009,1428.76001,1453.660034,1404.540039,1425.430054,1425.430054,2345380000
s&p,2/26/2009,765.76,779.42,751.75,752.83,752.83,"7,59,99,70,000"
nasdaq,2/26/2009,1436.849976,1444.829956,1391.469971,1391.469971,1391.469971,2301990000
s&p,2/27/2009,749.93,751.27,734.52,735.09,735.09,"8,92,64,80,000"
nasdaq,2/27/2009,1376.560059,1401.969971,1372.420044,1377.839966,1377.839966,2393280000
s&p,3/2/2009,729.57,729.57,699.7,700.82,700.82,"7,86,82,90,000"
nasdaq,3/2/2009,1356.130005,1372,1322.130005,1322.849976,1322.849976,2033110000
s&p,3/3/2009,704.44,711.67,692.3,696.33,696.33,"7,58,32,30,000"
nasdaq,3/3/2009,1341.420044,1346.880005,1312.97998,1321.01001,1321.01001,2338880000
s&p,3/4/2009,698.6,724.12,698.6,712.87,712.87,"7,67,36,20,000"
nasdaq,3/4/2009,1340.380005,1370.290039,1333.880005,1353.73999,1353.73999,2305180000
s&p,3/5/2009,708.27,708.27,677.93,682.55,682.55,"7,50,72,50,000"
nasdaq,3/5/2009,1332.380005,1342.859985,1298.329956,1299.589966,1299.589966,2325840000
s&p,3/6/2009,684.04,699.09,666.79,683.38,683.38,"7,33,18,30,000"
nasdaq,3/6/2009,1310.589966,1320.51001,1268.540039,1293.849976,1293.849976,2443820000
s&p,3/9/2009,680.76,695.27,672.88,676.53,676.53,"7,27,73,20,000"
nasdaq,3/9/2009,1284.839966,1316.150024,1265.52002,1268.640015,1268.640015,2037130000
s&p,3/10/2009,679.28,719.6,679.28,719.6,719.6,"8,61,83,30,000"
nasdaq,3/10/2009,1288.949951,1358.280029,1288.949951,1358.280029,1358.280029,2359730000
s&p,3/11/2009,719.59,731.92,713.85,721.36,721.36,"7,28,78,10,000"
nasdaq,3/11/2009,1364.800049,1385.290039,1352.599976,1371.640015,1371.640015,2169050000
s&p,3/12/2009,720.89,752.63,714.76,750.74,750.74,"7,32,66,30,000"
nasdaq,3/12/2009,1367.780029,1427.550049,1355.050049,1426.099976,1426.099976,2392770000
s&p,3/13/2009,751.97,758.29,742.46,756.55,756.55,"6,78,70,90,000"
nasdaq,3/13/2009,1427.030029,1433.97998,1408.26001,1431.5,1431.5,2022170000
s&p,3/16/2009,758.84,774.53,753.37,753.89,753.89,"7,88,35,40,000"
nasdaq,3/16/2009,1445.27002,1445.27002,1402.47998,1404.02002,1404.02002,2099460000
s&p,3/17/2009,753.88,778.12,749.93,778.12,778.12,"6,15,68,00,000"
nasdaq,3/17/2009,1409.670044,1462.109985,1405.319946,1462.109985,1462.109985,2073230000
s&p,3/18/2009,776.01,803.04,765.64,794.35,794.35,"9,09,84,50,000"
nasdaq,3/18/2009,1454.439941,1507.400024,1448.670044,1491.219971,1491.219971,2764950000
s&p,3/19/2009,797.92,803.24,781.82,784.04,784.04,"9,03,38,70,000"
nasdaq,3/19/2009,1509.060059,1509.060059,1475.48999,1483.47998,1483.47998,2323510000
s&p,3/20/2009,784.58,788.91,766.2,768.54,768.54,"7,64,37,20,000"
nasdaq,3/20/2009,1488.150024,1501.780029,1448.780029,1457.27002,1457.27002,2394470000
s&p,3/23/2009,772.31,823.37,772.31,822.92,822.92,"7,71,57,70,000"
nasdaq,3/23/2009,1491.26001,1555.77002,1482.150024,1555.77002,1555.77002,2172590000
s&p,3/24/2009,820.6,823.65,805.48,806.12,806.12,"6,76,79,80,000"
nasdaq,3/24/2009,1535.680054,1546.209961,1515.630005,1516.52002,1516.52002,2009530000
s&p,3/25/2009,806.81,826.78,791.37,813.88,813.88,"7,68,71,80,000"
nasdaq,3/25/2009,1527.589966,1554.25,1487.939941,1528.949951,1528.949951,2431180000
